intent,query,answer
데이터사이언스학과,3학년 전공,"데이터사이언스학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] K-MOOC:기계학습(전필·3), 데이터베이스(전필·3), 운영체제(전선·3), 컴퓨터그래픽스(전선·3), 의사결정분석(전선·3)
[2학기] 오픈소스SW개론(전필·3), 대용량데이터처리(전선·3), 데이터시각화(전선·3), 데이터문제해결및실습1(전선·3), 인공지능(전선·3)"
데이터사이언스학과,4학년 전공,"데이터사이언스학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] Capstone디자인(산학협력프로젝트)(전필·6), 
졸업연구및진로1(전선·1), 고급데이터처리(전선·3), 텍스트마이닝(전선·3), 시계열분석및예측(전선·3)
[2학기] 졸업연구및진로2(전선·3), 고급기계학습(전선·3), 데이터사이언스특론(전선·3), 데이터문제해결및실습2(전선·3), 특허와창업 (전선·3)"
데이터사이언스학과,전공,"데이터사이언스학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] C프로그래밍및실습(전필·3)
[1학년 2학기] 고급C프로그래밍및실습(전필·3), 공학설계기초(산학프로젝트입문)(전필·3)
[2학년 1학기] 자료구조및실습(전필·3), 데이터분석개론(전필·3), 확률통계및프로그래밍(전선·3), 문제해결및실습:C++(전선·3), 웹프로그래밍(전선·3), 파이썬을이용한기계학습개론(전선·3)
[2학년 2학기] 컴퓨터구조(전필·3), 알고리즘및실습(전필·3), 선형대수및프로그래밍(전선·3), 문제해결및실습:JAVA(전선·3), 수치해석(전선·3), 멀티미디어(전선·3)
[3학년 1학기] K-MOOC:기계학습(전필·3), 데이터베이스(전필·3), 운영체제(전선·3), 컴퓨터그래픽스(전선·3), 의사결정분석(전선·3)
[3학년 2학기] 오픈소스SW개론(전필·3), 대용량데이터처리(전선·3), 데이터시각화(전선·3), 데이터문제해결및실습1(전선·3), 인공지능(전선·3)
[4학년 1학기] Capstone디자인(산학협력프로젝트)(전필·6), 
졸업연구및진로1(전선·1), 고급데이터처리(전선·3), 텍스트마이닝(전선·3), 시계열분석및예측(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·3), 고급기계학습(전선·3), 데이터사이언스특론(전선·3), 데이터문제해결및실습2(전선·3), 특허와창업 (전선·3)"
데이터사이언스학과,선수과목,"데이터사이언스학과에는 선수과목이 존재합니다.
고급C프로그래밍, 자료구조및실습, 알고리즘및실습의 선수과목 : C프로그래밍및실습
모든 설계과목의 선수과목 : 공학설계기초"
데이터사이언스학과,공학인증,"데이터사이언스학과 공학인증 홈페이지입니다.
데이터사이언스학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1701.html"
데이터사이언스학과,17학번 공학인증,"17학번 데이터사이언스학과 공학인증 홈페이지입니다.
17학번 데이터사이언스학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1602_1.html"
데이터사이언스학과,18학번 공학인증,"18학번 데이터사이언스학과 공학인증 홈페이지입니다.
18학번 데이터사이언스학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1602_2.html"
데이터사이언스학과,19학번 공학인증,"19학번 데이터사이언스학과 공학인증 홈페이지입니다.
19학번 데이터사이언스학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1602_3.html"
데이터사이언스학과,20학번 공학인증,"20학번 데이터사이언스학과 공학인증 홈페이지입니다.
20학번 데이터사이언스학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1602_4.html"
데이터사이언스학과,21학번 공학인증,"21학번 데이터사이언스학과 공학인증 홈페이지입니다.
21학번 데이터사이언스학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1602_5.html"
데이터사이언스학과,22학번 공학인증,"22학번 데이터사이언스학과 공학인증 홈페이지입니다.
22학번 데이터사이언스학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1602_6.html"
데이터사이언스학과,23학번 공학인증,"23학번 데이터사이언스학과 공학인증 홈페이지입니다.
23학번 데이터사이언스학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1602_7.html"
지능기전공학과,조교실 정보 좀,"지능기전공학과 조교실 정보는 아래와 같습니다.
위치 : 대양AI센터 401호 / 전화 : 02-3408-3900"
지능기전공학과,과사무실,"지능기전공학과 과사무실 정보는 아래와 같습니다.
위치 : 대양AI센터 401호 / 전화 : 02-3408-3900"
지능기전공학과,과사무실 위치,지능기전공학과 과사무실 위치는 대양AI센터 401호입니다.
지능기전공학과,과사무실 전화번호,지능기전공학과 과사무실 전화번호는 02-3408-3900입니다.
지능기전공학과,홈페이지,"지능기전공학과 홈페이지입니다.
지능기전공학과 : http://imc.sejong.ac.kr/"
지능기전공학과,공지사항,"지능기전공학과에서 제공하는 학과 공지사항입니다.
지능기전공학과 학과 공지사항 : http://imc.sejong.ac.kr/bbs/notice"
지능기전공학과,채용정보,"지능기전공학과에서 제공하는 채용정보입니다.
지능기전공학과 채용정보 : http://imc.sejong.ac.kr/bbs/recruit"
지능기전공학과,학과소개,"지능기전공학과는 SW 분야인 인공지능기술의 “지능”과 HW 분야의 기계전자분야의 “기전”을 합한 명칭으로서 진화된 인공지능 기술이 융합된 기계전자분야를 선도하고자 하는데 의미를 지닙니다. 스마트기기공학 및 무인이동체공학으로 나누어진 심화 전공을 통해 무인이동체, AIoT (AI of Things), 지능형반도체, 지능형로보틱스 분야에서 창의적이고 능동적인 인재를 배출하고자 “4대 핵심 융합 인재 양성”을 목표로 삼았습니다."
지능기전공학과,주전공,"전공필수과목은 36학점, 전공선택과목은 36점 이상 이수해야 하며, 전공학점은 72점 이상이어야 합니다."
지능기전공학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
지능기전공학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
지능기전공학과,부전공,지능기전공학과 전공과목 중에서 21학점 이상 이수해야 합니다.
지능기전공학과,1학년 전공,"지능기전공학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] C프로그래밍및실습(전필·3)
[2학기] 고급C프로그래밍및실습(전필·3), 이산수학및프로그래밍(전필·3)"
지능기전공학과,2학년 전공,"지능기전공학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 자료구조및실습(전필·3), 창의SW기초설계(전필·3), 
선형대수및프로그래밍(전필·3), 디지털시스템(전선·3), 전기회로(전선·3), MATLAB프로그래밍(전선·3), 동역학(전선·3)
[2학기] 알고리즘및실습(전필·3), 확률통계및프로그래밍(전필·3), 신호및시스템(전선·3), 전기회로실험(전선·3), JAVA프로그래밍(전선·3), 동적시스템모델링(전선·3), 웹프로그래밍(전선·3)"
지능기전공학과,3학년 전공,"지능기전공학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 기계학습(전필·3), 컴퓨터네트워크(전선·3), 컴퓨터구조및운영체제(전선·3), 통신시스템(전선·3), 자동제어(전선·3), 수치해석(전선·3), 영상처리(전선·3), 데이터베이스(전선·3)
[2학기] 인공지능(전필·3), 디지털신호처리(전선·3), 임베디드시스템(전선·3), 디지털통신(전선·3), 로보틱스(전선·3), 사물인터넷(전선·3), 자율이동체개론및실습(전선·3), 시스템프로그래밍(전선·3)"
지능기전공학과,4학년 전공,"지능기전공학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] Capstone디자인(산학협력프로젝트)(전필·6), 졸업연구및진로1(전선·1), 딥러닝시스템(전선·3), AI로봇설계(전선·3), 지능기전특강1(전선·3), 지능기전산학세미나(전선·1)
[2학기] Capstone디자인(산학협력프로젝트)(전필·6), 졸업연구및진로2(전선·1), 머신비전시스템(전선·3), 자율이동체시뮬레이션(전선·3), 메타버스프로그래밍(전선·3), 지능기전특강2(전선·3)"
지능기전공학과,전공,"지능기전공학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] C프로그래밍및실습(전필·3)
[1학년 2학기] 고급C프로그래밍및실습(전필·3), 이산수학및프로그래밍(전필·3)
[2학년 1학기] 자료구조및실습(전필·3), 창의SW기초설계(전필·3), 
선형대수및프로그래밍(전필·3), 디지털시스템(전선·3), 전기회로(전선·3), MATLAB프로그래밍(전선·3), 동역학(전선·3)
[2학년 2학기] 알고리즘및실습(전필·3), 확률통계및프로그래밍(전필·3), 신호및시스템(전선·3), 전기회로실험(전선·3), JAVA프로그래밍(전선·3), 동적시스템모델링(전선·3), 웹프로그래밍(전선·3)
[3학년 1학기] 기계학습(전필·3), 컴퓨터네트워크(전선·3), 컴퓨터구조및운영체제(전선·3), 통신시스템(전선·3), 자동제어(전선·3), 수치해석(전선·3), 영상처리(전선·3), 데이터베이스(전선·3)
[3학년 2학기] 인공지능(전필·3), 디지털신호처리(전선·3), 임베디드시스템(전선·3), 디지털통신(전선·3), 로보틱스(전선·3), 사물인터넷(전선·3), 자율이동체개론및실습(전선·3), 시스템프로그래밍(전선·3)
[4학년 1학기] Capstone디자인(산학협력프로젝트)(전필·6), 졸업연구및진로1(전선·1), 딥러닝시스템(전선·3), AI로봇설계(전선·3), 지능기전특강1(전선·3), 지능기전산학세미나(전선·1)
[4학년 2학기] Capstone디자인(산학협력프로젝트)(전필·6), 졸업연구및진로2(전선·1), 머신비전시스템(전선·3), 자율이동체시뮬레이션(전선·3), 메타버스프로그래밍(전선·3), 지능기전특강2(전선·3)"
지능기전공학과,공학인증 사이트,"지능기전공학과 공학인증 홈페이지입니다.
지능기전공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1701.html"
지능기전공학과,17학번 공학인증,"17학번 지능기전공학과 공학인증 홈페이지입니다.
17학번 지능기전공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1702_1.html"
지능기전공학과,18학번 공학인증,"18학번 지능기전공학과 공학인증 홈페이지입니다.
18학번 지능기전공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1702_2.html"
지능기전공학과,19학번 공학인증,"19학번 지능기전공학과 공학인증 홈페이지입니다.
19학번 지능기전공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1702_4.html"
지능기전공학과,20학번 공학인증,"20학번 지능기전공학과 공학인증 홈페이지입니다.
20학번 지능기전공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1702_5.html"
지능기전공학과,21학번 공학인증,"21학번 지능기전공학과 공학인증 홈페이지입니다.
21학번 지능기전공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1702_6.html"
지능기전공학과,22학번 공학인증,"22학번 지능기전공학과 공학인증 홈페이지입니다.
22학번 지능기전공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1702_7.html"
지능기전공학과,23학번 공학인증,"23학번 지능기전공학과 공학인증 홈페이지입니다.
23학번 지능기전공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1702_8.html"
인공지능학과,조교실 정보 좀,"인공지능학과 조교실 정보는 아래와 같습니다.
위치 : 대양AI센터 401호 / 전화 : 02-6935-2483"
인공지능학과,과사무실,"인공지능학과 과사무실 정보는 아래와 같습니다.
위치 : 대양AI센터 401호 / 전화 : 02-6935-2483"
인공지능학과,과사무실 위치,인공지능학과 과사무실 위치는 대양AI센터 401호입니다.
인공지능학과,과사무실 전화번호,인공지능학과 과사무실 전화번호는 02-6935-2483입니다.
인공지능학과,홈페이지,"인공지능학과 홈페이지입니다.
인공지능학과 : http://home.sejong.ac.kr/~aidpt/"
인공지능학과,공지사항,"인공지능학과에서 제공하는 학과 공지사항입니다.
인공지능학과 학과 공지사항 : http://home.sejong.ac.kr/gobbslist.do?wslID=aidpt&menuID=21"
인공지능학과,학과소개,"인공지능학과는 이론적 지식과 실무능력을 겸비한 미래의 인공지능 교육 및 연구개발을 주도하는 인재의 양성을 목표로 합니다. 이를 위하여 초연결과 초지능을 중심으로 한 4차 산업 분야를 선도하는 맞춤형 교과과정, 산업 수요 기반의 문제 해결 능력 및 창의적 사고 교육을 추구합니다."
인공지능학과,주전공,"전공필수과목은 36학점, 전공선택과목은 36점 이상 이수해야 하며, 전공학점은 72점 이상이어야 합니다."
인공지능학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
인공지능학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
인공지능학과,부전공,인공지능학과 전공과목 중에서 21학점 이상 이수해야 합니다.
인공지능학과,1학년 전공,"인공지능학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] C프로그래밍및실습(전필·3), 인공지능의이해(전선·3)
[2학기] 고급C프로그래밍및실습(전필·3), 공학설계기초(산학프로젝트입문)(전필·3), 이산수학및프로그래밍(전필·3), 창의SW융합노마드(전선·3)"
인공지능학과,2학년 전공,"인공지능학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 자료구조및실습(전필·3), 기계학습개론(전필·3), 웹프로그래밍(전선·3), 데이터분석개론(전선·3), 확률통계및프로그래밍(전선·3), 인공지능수학1(전선·3), 빅데이터로보는세상(전선·3)
[2학기] 컴퓨터구조(전필·3), 알고리즘및실습(전필·3), 멀티미디어(전선·3), 인공지능수학2(전선·3), 파이썬기반기계학습(전선·3), 선형대수및프로그래밍(전선·3), 디지털신호처리(전선·3)"
인공지능학과,3학년 전공,"인공지능학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 딥러닝개론(전필·3), 수치해석(전선·3), 데이터베이스(전선·3), 영상처리(전선·3), 자연어처리(전선·3), 컴퓨터그래픽스(전선·3), 운영체제(전선·3), 인공지능과사이버보안(전선·3)
[2학기] 파이썬기반딥러닝(전필·3), 패턴인식(전선·3), 지능형시스템(전선·3), 인공지능보안(전선·3), 데이터시각화(전선·3), 대용량데이터처리(전선·3), AR/VR/MR(전선·3)"
인공지능학과,4학년 전공,"인공지능학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] Capstone디자인(산학협력프로젝트)(전필·6), 졸업연구및진로1(전선·1), 강화학습(전선·3), 인공지능최적화(전선·3), 딥러닝시스템(전선·3), 인공지능콜로키움1(전선·3), 소셜네트워크분석및예측(전선·3), 시계열분석및예측(전선·3)
[2학기] 졸업연구및진로2(전선·1), 특허와창업(전선·3), 앱프로그래밍(전선·3), Human-AI Interaction(전선·3), 메타버스설계(전선·3), 인공지능콜로키움2(전선·3), 빅데이터분석및예측프로젝트(전선·3)"
인공지능학과,전공,"인공지능학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] C프로그래밍및실습(전필·3), 인공지능의이해(전선·3)
[1학년 2학기] 고급C프로그래밍및실습(전필·3), 공학설계기초(산학프로젝트입문)(전필·3), 이산수학및프로그래밍(전필·3), 창의SW융합노마드(전선·3)
[2학년 1학기] 자료구조및실습(전필·3), 기계학습개론(전필·3), 웹프로그래밍(전선·3), 데이터분석개론(전선·3), 확률통계및프로그래밍(전선·3), 인공지능수학1(전선·3), 빅데이터로보는세상(전선·3)
[2학년 2학기] 컴퓨터구조(전필·3), 알고리즘및실습(전필·3), 멀티미디어(전선·3), 인공지능수학2(전선·3), 파이썬기반기계학습(전선·3), 선형대수및프로그래밍(전선·3), 디지털신호처리(전선·3)
[3학년 1학기] 딥러닝개론(전필·3), 수치해석(전선·3), 데이터베이스(전선·3), 영상처리(전선·3), 자연어처리(전선·3), 컴퓨터그래픽스(전선·3), 운영체제(전선·3), 인공지능과사이버보안(전선·3)
[3학년 2학기] 파이썬기반딥러닝(전필·3), 패턴인식(전선·3), 지능형시스템(전선·3), 인공지능보안(전선·3), 데이터시각화(전선·3), 대용량데이터처리(전선·3), AR/VR/MR(전선·3)
[4학년 1학기] Capstone디자인(산학협력프로젝트)(전필·6), 졸업연구및진로1(전선·1), 강화학습(전선·3), 인공지능최적화(전선·3), 딥러닝시스템(전선·3), 인공지능콜로키움1(전선·3), 소셜네트워크분석및예측(전선·3), 시계열분석및예측(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 특허와창업(전선·3), 앱프로그래밍(전선·3), Human-AI Interaction(전선·3), 메타버스설계(전선·3), 인공지능콜로키움2(전선·3), 빅데이터분석및예측프로젝트(전선·3)"
인공지능학과,공학인증,"인공지능학과 공학인증 홈페이지입니다.
인공지능학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1801.html"
인공지능학과,21학번 공학인증,"21학번 인공지능학과 공학인증 홈페이지입니다.
21학번 인공지능학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1802_1.html"
인공지능학과,22학번 공학인증,"22학번 인공지능학과 공학인증 홈페이지입니다.
22학번 인공지능학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1802_2.html"
인공지능학과,23학번 공학인증,"23학번 인공지능학과 공학인증 홈페이지입니다.
23학번 인공지능학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1802_3.html"
창의소프트학부,전공,"창의소프트학부의 신입생은 공동으로 입학하여 1학년 과정을 함께 이수한 후, 2학년부터는 2개의 전공 중 한 전공에 편입되어 남은 6학기 과정을 마치게 됩니다. 2개의 전공은 디자인이노베이션전공, 만화애니메이션텍전공입니다."
창의소프트학부,1학년 전공,"창의소프트학부 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 2D디자인(전필·3), 3D디자인(전필·3), 만화기초1(전필·3), 애니메이션기초1(전필·3)
[2학기] 만화기초2(전필·3), 애니메이션기초2(전필·3), 창의SW융합노마드(전필·3), 프로덕트디자인1(전선·3), 비주얼커뮤니케이션디자인1(전선·3)"
디자인이노베이션전공,조교실 정보 좀,"디자인이노베이션전공 조교실 정보는 아래와 같습니다.
위치 : 진관홀 514호 / 전화 : 02-3408-3323 / 이메일 : iddpt@sejong.ac.kr"
디자인이노베이션전공,과사무실,"디자인이노베이션전공 과사무실 정보는 아래와 같습니다.
위치 : 진관홀 514호 / 전화 : 02-3408-3323 / 이메일 : iddpt@sejong.ac.kr"
디자인이노베이션전공,과사무실 위치,디자인이노베이션전공 과사무실 위치는 진관홀 514호입니다.
디자인이노베이션전공,과사무실 전화번호,디자인이노베이션전공 과사무실 전화번호는 02-3408-3323입니다.
디자인이노베이션전공,이메일,디자인이노베이션전공 과사무실 이메일은 iddpt@sejong.ac.kr입니다.
디자인이노베이션전공,홈페이지,"디자인이노베이션전공 홈페이지입니다.
디자인이노베이션전공 : http://home.sejong.ac.kr/~design/"
디자인이노베이션전공,공지사항,"디자인이노베이션전공에서 제공하는 학과 공지사항입니다.
디자인이노베이션전공 학과 공지사항 : http://home.sejong.ac.kr/gobbslist.do?wslID=design&menuID=5"
디자인이노베이션전공,자료실,"디자인이노베이션전공에서 제공하는 자료실입니다.
디자인이노베이션전공 자료실 : http://home.sejong.ac.kr/gobbslist.do?wslID=design&menuID=6"
디자인이노베이션전공,학과소개,다양한 디자인 과정에 요구되는 기초조형 교육을 토대로 빠르게 변화하는 산업계에 부응하는 창의적 시각커뮤니케이션과 프로덕트디자인을 위한 실무중심 교육에 주력합니다.
디자인이노베이션전공,주전공,"전공필수과목은 14학점, 전공선택과목은 49점 이상 이수해야 하며, 전공학점은 63점 이상이어야 합니다."
디자인이노베이션전공,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
디자인이노베이션전공,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
디자인이노베이션전공,부전공,디자인이노베이션전공 전공과목 중에서 21학점 이상 이수해야 합니다.
디자인이노베이션전공,2학년 전공,"디자인이노베이션전공 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 타이포그래피(전필·2), 프로덕트디자인2(전선·3), 기초렌더링(전선·3), 비주얼커뮤니케이션디자인2(전선·3), 디자인인모션1(전선·3)
[2학기] 타입&이미지(전필·2), 기초3D그래픽스(전선·3), 디자인재료및성형기법(전선·3), 프로덕트조형스튜디오(전선·3), 인터렉티브디자인(전선·2)"
디자인이노베이션전공,3학년 전공,"디자인이노베이션전공 3학년 전공수업 목록은 아래와 같습니다.
[1학기] UX디자인1(전필·2), 그래픽디자인1(전선·3), 3D그래픽어플리케이션(전선·3), 스마트프로덕트디자인1(전선·3), 프로덕트&모빌리티디자인1(전선·3), 인포그래픽(전선·3)
[2학기] UX디자인2(전필·2), 그래픽디자인2(전선·3), 디지털미디어디자인(전선·3), 프로덕트&모빌리티디자인2(전선·3), 스마트프로덕트디자인2(전선·3)"
디자인이노베이션전공,4학년 전공,"디자인이노베이션전공 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업작품(P/NP)(전필·0), 아이덴티티디자인1(전선·3), 디지털미디어프로젝트1(전선·3), 제품시스템디자인1(전선·3), 제품및운송기기디자인3(전선·3)
[2학기] 졸업작품(P/NP)(전필·0), 아이덴티티디자인2(전선·3), 디지털미디어프로젝트2(전선·3), 제품시스템디자인2(전선·3), 제품및운송기기디자인4(전선·3), 디자인비지니스&매니지먼트(전선·2)"
디자인이노베이션전공,전공,"디자인이노베이션전공 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 2D디자인(전필·3), 3D디자인(전필·3), 만화기초1(전필·3), 애니메이션기초1(전필·3)
[1학년 2학기] 만화기초2(전필·3), 애니메이션기초2(전필·3), 창의SW융합노마드(전필·3), 프로덕트디자인1(전선·3), 비주얼커뮤니케이션디자인1(전선·3)
[2학년 1학기] 타이포그래피(전필·2), 프로덕트디자인2(전선·3), 기초렌더링(전선·3), 비주얼커뮤니케이션디자인2(전선·3), 디자인인모션1(전선·3)
[2학년 2학기] 타입&이미지(전필·2), 기초3D그래픽스(전선·3), 디자인재료및성형기법(전선·3), 프로덕트조형스튜디오(전선·3), 인터렉티브디자인(전선·2)
[3학년 1학기] UX디자인1(전필·2), 그래픽디자인1(전선·3), 3D그래픽어플리케이션(전선·3), 스마트프로덕트디자인1(전선·3), 프로덕트&모빌리티디자인1(전선·3), 인포그래픽(전선·3)
[3학년 2학기] UX디자인2(전필·2), 그래픽디자인2(전선·3), 디지털미디어디자인(전선·3), 프로덕트&모빌리티디자인2(전선·3), 스마트프로덕트디자인2(전선·3)
[4학년 1학기] 졸업작품(P/NP)(전필·0), 아이덴티티디자인1(전선·3), 디지털미디어프로젝트1(전선·3), 제품시스템디자인1(전선·3), 제품및운송기기디자인3(전선·3)
[4학년 2학기] 졸업작품(P/NP)(전필·0), 아이덴티티디자인2(전선·3), 디지털미디어프로젝트2(전선·3), 제품시스템디자인2(전선·3), 제품및운송기기디자인4(전선·3), 디자인비지니스&매니지먼트(전선·2)"
만화애니메이션텍전공,조교실 정보 좀,"만화애니메이션텍전공 조교실 정보는 아래와 같습니다.
위치 : 군자관 415호 / 전화 : 02-3408-3328"
만화애니메이션텍전공,과사무실,"만화애니메이션텍전공 과사무실 정보는 아래와 같습니다.
위치 : 군자관 415호 / 전화 : 02-3408-3328"
만화애니메이션텍전공,과사무실 위치,만화애니메이션텍전공 과사무실 위치는 군자관 415호입니다.
만화애니메이션텍전공,과사무실 전화번호,만화애니메이션텍전공 과사무실 전화번호는 02-3408-3328입니다.
만화애니메이션텍전공,홈페이지,"만화애니메이션텍전공 홈페이지입니다.
만화애니메이션텍전공 : http://home.sejong.ac.kr/~anitec/"
만화애니메이션텍전공,공지사항,"만화애니메이션텍전공에서 제공하는 학과 공지사항입니다.
만화애니메이션텍전공 학과 공지사항 : http://home.sejong.ac.kr/~anitec/13.html"
만화애니메이션텍전공,글로벌CGI애니메이션 트랙,"만화애니메이션텍전공에서 제공하는 글로벌CGI 애니메이션 트랙입니다.
글로벌 CGI 애니메이션 트랙 : https://lincplus.sejong.ac.kr/ko/society/global/intro"
만화애니메이션텍전공,학과소개,"만화애니메이션텍전공 전공은 예술과 디지털기술이 결합한 융합형 콘텐츠로서 만화와 애니메이션을 이해하고, 실용적인 학문으로서 관련 분야별 이론과 실기를 병행하는 체계적인 문화콘텐츠 융합교육을 통해 창의력과 응용력을 바탕으로 디지털 미디어를 복합적으로 연출하고 운용함으로써 콘텐츠의 질을 향상시키고, 세계화 시대에 새로운 문화 창달의 가치를 실천해 나갈 수 있는 글로벌 우수인력 양성을 목표로 하고 있습니다."
만화애니메이션텍전공,주전공,"전공필수과목은 28학점, 전공선택과목은 34점 이상 이수해야 하며, 전공학점은 62점 이상이어야 합니다."
만화애니메이션텍전공,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
만화애니메이션텍전공,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
만화애니메이션텍전공,부전공,"디자인이노베이션전공 전공과목 중에서 21학점 이상 이수해야 합니다. 이수권장과목은 애니메이션기초1·2, 만화기초1·2, 콘텐츠기획1·2, 이펙트디자인1·2, 만화제작1·2입니다."
만화애니메이션텍전공,2학년 전공,"만화애니메이션텍전공 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 콘텐츠기획1(전필·3), 내러티브워크숍(전선·3), 프리비즈워크숍1(전선·3), 만화제작1(전선·3), 애니메이션액팅1(전선·3), 3D제작도구1(전선·3)
[2학기] 콘텐츠기획2(전필·3), 디지털스토리텔링(전선·3), 프리비즈워크숍2(전선·3), 만화제작2(전선·3), 애니메이션액팅2(전선·3), 3D제작도구2(전선·3), 기술융합형콘텐츠실무제작1(전선·3), 기술융합형콘텐츠스토리텔링워크숍1(전선·3), 기술융합형콘텐츠실무제작2(전선·3), 기술융합형콘텐츠스토리텔링워크숍2(전선·3)"
만화애니메이션텍전공,3학년 전공,"만화애니메이션텍전공 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 비주얼디벨롭먼트1(전필·3), 디지털코믹스제작1(전필·3), 디지털애니메이션디렉팅1(전선·3), 애니메이션워크숍1(전선·3), 3D제작도구고급1(전선·3), 이펙트디자인1(전선·3)
[2학기] 비주얼디벨롭먼트2(전필·3), 디지털코믹스제작2(전필·3), 디지털애니메이션디렉팅2(전선·3), 애니메이션워크숍2(전선·3), 3D제작도구고급2(전선·3), 이펙트디자인2(전선·3)"
만화애니메이션텍전공,4학년 전공,"만화애니메이션텍전공 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업작품(P/NP)(전필·0), 웹툰커넥션프로덕션1(전필·3), 애니메이션코어스튜디오1(전필·3), 영상캡스톤디자인(전선·3), 실감콘텐츠프로덕션1(전선·3), 졸업연구및진로1(전선·1)
[2학기] 졸업작품(P/NP)(전필·0), 웹툰커넥션프로덕션2(전선·3), 애니메이션코어스튜디오2(전선·3), 융합프로덕트종합설계B(전선·3), 실감콘텐츠프로덕션2(전선·3), 코믹스캡스톤디자인(전선·3), 졸업연구및진로2(전선·3)"
