intent,query,answer
환경에너지공간융합학과,23학번 공학인증,"23학번 환경에너지공간융합학과 공학인증 홈페이지입니다.
23학번 환경에너지공간융합학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1002_8.html"
지구자원시스템공학과,조교실 정보 좀,"지구자원시스템공학과 조교실 정보는 아래와 같습니다.
위치 : 충무관 1102A호 / 전화 : 02-3408-3671 / 이메일 :  energydpt@sejong.ac.kr, geoinfo@sejong.ac.kr"
지구자원시스템공학과,과사무실,"지구자원시스템공학과 과사무실 정보는 아래와 같습니다.
위치 : 충무관 1102A호 / 전화 : 02-3408-3671 / 이메일 :  energydpt@sejong.ac.kr, geoinfo@sejong.ac.kr"
지구자원시스템공학과,과사무실 위치,지구자원시스템공학과 과사무실 위치는 충무관 1102A호입니다.
지구자원시스템공학과,과사무실 전화번호,지구자원시스템공학과 과사무실 전화번호는 02-3408-3671입니다.
지구자원시스템공학과,이메일,"지구자원시스템공학과 과사무실 이메일은 energydpt@sejong.ac.kr, geoinfo@sejong.ac.kr입니다."
지구자원시스템공학과,홈페이지,"지구자원시스템공학과 홈페이지입니다.
지구자원시스템공학과 : http://home.sejong.ac.kr/~energydpt/"
지구자원시스템공학과,공지사항,"지구자원시스템공학과에서 제공하는 학과 공지사항입니다.
지구자원시스템공학과 학과 공지사항 : http://home.sejong.ac.kr/gobbslist.do?wslID=energydpt&menuID=6"
지구자원시스템공학과,취업공고,"지구자원시스템공학과에서 제공하는 취업공고입니다.
지구자원시스템공학과 취업공고 : http://home.sejong.ac.kr/gobbslist.do?wslID=energydpt&menuID=5"
지구자원시스템공학과,학과소개,"에너지자원공학과는 자원 및 에너지의 탐사, 개발, 활용 및 환경 정화에 이르는 통합형 교육과정을 편성하여 현장중심형 인재교육을 목표로 하고 있으며, 더불어 국제화에 맞추어 영어 교육을 강화하고 있으며, 지성과 인격을 모두 갖춘 우수한 인재 교육을 위해 다양한 교육 및 연구 프로그램을 운영하고 있습니다."
지구자원시스템공학과,주전공,"전공필수과목은 30학점, 전공선택과목은 39점 이상 이수해야 하며, 전공학점은 69점 이상이어야 합니다."
지구자원시스템공학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
지구자원시스템공학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
지구자원시스템공학과,부전공,"지구자원시스템공학과 전공과목 중에서 21학점 이상 이수해야 합니다. 이수권장과목은 물리탐사공학개론, 석유가스공학개론, 지구화학탐사, 암석역학및실험, 선광제련공학개론, 응용지질개론, 응용지구전자기학, 전산지진학및실습,이산자료처리및실습, 전산프로그래밍실습입니다. 부전공 이수시 공학인증은 필수가 아닙니다."
지구자원시스템공학과,1학년 전공,"지구자원시스템공학과 1학년 전공수업 목록은 아래와 같습니다.
[2학기] 기초설계(전필·3)"
지구자원시스템공학과,2학년 전공,"지구자원시스템공학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 석유가스공학개론(전필·3), 응용지질학개론(전선·3), 전산프로그래밍및실습(전선·3), 공업역학(전선·3), 위성원격탐사개론및실습(전선·3), 빅데이터로보는세상(전선·3)
[2학기] 지구화학탐사(전필·3), 암석역학및실험(전필·3), 물리탐사공학개론(전필·3), 열역학(전선·3), 에너지자원경제(전선·3), 오픈소스SW공학(전선·3), 인공지능의이해(전선·3)"
지구자원시스템공학과,3학년 전공,"지구자원시스템공학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 이산자료처리및실습(전필·3), 선광제련공학개론(전필·3), 광물암석학및실습(전필·3), 지질공학및실습(전필·3), 저류공학(전선·3), 전기전자탐사공학(전선·3), 광해방지공학(전선·3), 핵심광물뭉합탐사(전선·3), 파이썬기반기계학습(전선·3), 로보틱스(전선·3), 센서및매핑알고리즘(전선·3)
[2학기] 응용지구전자기학(전필·3), 지반정보(GIS)시스템및실습(전필·3), 전산지진학및실습(전선·3), 지구통계학(전선·3), 시추공학(전선·3), 전기화학공학및실습(전선·3), 수리지질학(전선·3), 구조지질학및실습(전선·3), 에너지환경지오메카닉스및실습(전선·3), 탄성파탐사공학(전선·3), 유용자원회수공학(전선·3)"
지구자원시스템공학과,4학년 전공,"지구자원시스템공학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 종합설계A(전선·3), 환경지구화학(전선·3), 터널지하공간설계(전선·3), 환경지구물리학(전선·3), 에너지경제성평가(전선·3), 물리탐사모니터링(전선·3), 응용원격탐사및실습(전선·3), 디지털트윈을이용한광산운영(전선·3), MIP-PBL(전선·3)
[2학기] 졸업연구및진로2(전선·3), 종합설계B(전선·3), 인공위성지구물리학(전선·3), 석유가스생산공학(전선·3), 암반사면공학및실습(전선·3), 지진및지질재해론(전선·3), 심지층에너지공학(전선·3), 3D지질모델링및매장량평가(전선·3), 스마트마이닝캡스톤디자인(전선·3)"
지구자원시스템공학과,전공,"지구자원시스템공학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] -
[1학년 2학기] 기초설계(전필·3)
[2학년 1학기] 석유가스공학개론(전필·3), 응용지질학개론(전선·3), 전산프로그래밍및실습(전선·3), 공업역학(전선·3), 위성원격탐사개론및실습(전선·3), 빅데이터로보는세상(전선·3)
[2학년 2학기] 지구화학탐사(전필·3), 암석역학및실험(전필·3), 물리탐사공학개론(전필·3), 열역학(전선·3), 에너지자원경제(전선·3), 오픈소스SW공학(전선·3), 인공지능의이해(전선·3)
[3학년 1학기] 이산자료처리및실습(전필·3), 선광제련공학개론(전필·3), 광물암석학및실습(전필·3), 지질공학및실습(전필·3), 저류공학(전선·3), 전기전자탐사공학(전선·3), 광해방지공학(전선·3), 핵심광물뭉합탐사(전선·3), 파이썬기반기계학습(전선·3), 로보틱스(전선·3), 센서및매핑알고리즘(전선·3)
[3학년 2학기] 응용지구전자기학(전필·3), 지반정보(GIS)시스템및실습(전필·3), 전산지진학및실습(전선·3), 지구통계학(전선·3), 시추공학(전선·3), 전기화학공학및실습(전선·3), 수리지질학(전선·3), 구조지질학및실습(전선·3), 에너지환경지오메카닉스및실습(전선·3), 탄성파탐사공학(전선·3), 유용자원회수공학(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 종합설계A(전선·3), 환경지구화학(전선·3), 터널지하공간설계(전선·3), 환경지구물리학(전선·3), 에너지경제성평가(전선·3), 물리탐사모니터링(전선·3), 응용원격탐사및실습(전선·3), 디지털트윈을이용한광산운영(전선·3), MIP-PBL(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·3), 종합설계B(전선·3), 인공위성지구물리학(전선·3), 석유가스생산공학(전선·3), 암반사면공학및실습(전선·3), 지진및지질재해론(전선·3), 심지층에너지공학(전선·3), 3D지질모델링및매장량평가(전선·3), 스마트마이닝캡스톤디자인(전선·3)"
지구자원시스템공학과,공학인증,"지구자원시스템공학과 공학인증 홈페이지입니다.
지구자원시스템공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1101.html"
지구자원시스템공학과,16학번 공학인증,"16학번 지구자원시스템공학과 공학인증 홈페이지입니다.
16학번 지구자원시스템공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1102_1.html"
지구자원시스템공학과,17학번 공학인증,"17학번 지구자원시스템공학과 공학인증 홈페이지입니다.
17학번 지구자원시스템공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1102_2.html"
지구자원시스템공학과,18학번 공학인증,"18학번 지구자원시스템공학과 공학인증 홈페이지입니다.
18학번 지구자원시스템공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1102_3.html"
지구자원시스템공학과,19학번 공학인증,"19학번 지구자원시스템공학과 공학인증 홈페이지입니다.
19학번 지구자원시스템공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1102_4.html"
지구자원시스템공학과,20학번 공학인증,"20학번 지구자원시스템공학과 공학인증 홈페이지입니다.
20학번 지구자원시스템공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1102_5.html"
지구자원시스템공학과,21학번 공학인증,"21학번 지구자원시스템공학과 공학인증 홈페이지입니다.
21학번 지구자원시스템공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1102_6.html"
지구자원시스템공학과,22학번 공학인증,"22학번 지구자원시스템공학과 공학인증 홈페이지입니다.
22학번 지구자원시스템공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1102_7.html"
지구자원시스템공학과,23학번 공학인증,"23학번 지구자원시스템공학과 공학인증 홈페이지입니다.
23학번 지구자원시스템공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1102_8.html"
기계공학과,조교실 정보 좀,"기계공학과 조교실 정보는 아래와 같습니다.
위치 : 충무관 1009호 / 전화 : 02-3408-3663"
기계공학과,과사무실,"기계공학과 과사무실 정보는 아래와 같습니다.
위치 : 충무관 1009호 / 전화 : 02-3408-3663"
기계공학과,과사무실 위치,기계공학과 과사무실 위치는 충무관 1009호입니다.
기계공학과,과사무실 전화번호,기계공학과 과사무실 전화번호는 02-3408-3663입니다.
기계공학과,홈페이지,"기계공학과 홈페이지입니다.
기계공학과 : http://home.sejong.ac.kr/~medpt/"
기계공학과,공지사항,"기계공학과에서 제공하는 학과 공지사항입니다.
기계공학과 학과 공지사항 : http://home.sejong.ac.kr/~medpt/13.html"
기계공학과,학과소개,"학과에서는 졸업생들이 다양한 분야에 진출할 수 있도록 광범위한 이론교육과 새로이 마련된 첨단 장비의 실험교육을 병행하여 실시하며, 전문적인 이론과 실무를 겸비한 전문 기술자의 양성에 주력하고 있습니다. 또한, 현장에서 필요한 기계분야의 설계능력을 갖춘 전문 설계 기술자의 양성을 위하여 공학교육 인증 프로그램을 실시하고 있습니다."
기계공학과,주전공,"전공필수과목은 21학점, 전공선택과목은 39점 이상 이수해야 하며, 전공학점은 60점 이상이어야 합니다."
기계공학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
기계공학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
기계공학과,부전공,"기계공학과 전공과목 중에서 21학점 이상 이수해야 합니다. 이수권장과목은 유체역학, 고체역학, 열역학, 동역학, 기계제작법입니다. 부전공 이수시 공학인증은 필수가 아닙니다."
기계공학과,1학년 전공,"기계공학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 기초설계(전필·3)
[2학기] 공업역학(전필·3)"
기계공학과,2학년 전공,"기계공학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 고체역학(전필·3), 열역학(전필·3), 수치해석(전선·3), 기계제도및CAD(전선·3)
[2학기] 유체역학열역학(전필·3), 동역학열역학(전필·3), 기계요소설계(전선·3), 기계공학계측및실험1(전선·3)"
기계공학과,3학년 전공,"기계공학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 기계제작법(전필·3), 유체기계(전선·3), 기계진동학(전선·3), 응용기계설계(전선·3), 재료거동학(전선·3), 기계공학계측및실험2(전선·3), 메카트로닉스(전선·3)
[2학기] 열전달(전선·3), 자동제어(전선·3), 열유체응용설계(전선·3), 기계가공학(전선·3), 열공정해석(전선·3), 응용열역학(전선·3), 전자공학개론(전선·3), 컴퓨터응용설계(전선·3), 인공지능응용기계공학(전선·3), 금속적층제조공정학(전선·3)"
기계공학과,4학년 전공,"기계공학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 기초유한요소법(전선·3), 마이크로나노기계공학(전선·3), 로보틱스(전선·3), 연소공학개론(전선·3), 종합설계A(전선·3), 복합재료역학(전선·3), 시스템해석(전선·3), 산학연협동세미나(전선·2), 기계공학인턴쉽1(전선·3)
[2학기] 졸업연구및진로2(전선·1), 내연기관(전선·3), 트라이볼로지(전선·3), 최적설계(전선·3), 전산열유체역학(전선·3), 종합설계B(전선·3), 공기조화및냉동(전선·3), 에너지공학(전선·3), 자동차구조설계(전선·3), 신제품개발방법론(전선·3), 기계공학인턴쉽2(전선·3), 환경과에너지(전선·3), 생체역학(전선·3)"
기계공학과,전공,"기계공학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 기초설계(전필·3)
[1학년 2학기] 공업역학(전필·3)
[2학년 1학기] 고체역학(전필·3), 열역학(전필·3), 수치해석(전선·3), 기계제도및CAD(전선·3)
[2학년 2학기] 유체역학열역학(전필·3), 동역학열역학(전필·3), 기계요소설계(전선·3), 기계공학계측및실험1(전선·3)
[3학년 1학기] 기계제작법(전필·3), 유체기계(전선·3), 기계진동학(전선·3), 응용기계설계(전선·3), 재료거동학(전선·3), 기계공학계측및실험2(전선·3), 메카트로닉스(전선·3)
[3학년 2학기] 열전달(전선·3), 자동제어(전선·3), 열유체응용설계(전선·3), 기계가공학(전선·3), 열공정해석(전선·3), 응용열역학(전선·3), 전자공학개론(전선·3), 컴퓨터응용설계(전선·3), 인공지능응용기계공학(전선·3), 금속적층제조공정학(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 기초유한요소법(전선·3), 마이크로나노기계공학(전선·3), 로보틱스(전선·3), 연소공학개론(전선·3), 종합설계A(전선·3), 복합재료역학(전선·3), 시스템해석(전선·3), 산학연협동세미나(전선·2), 기계공학인턴쉽1(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 내연기관(전선·3), 트라이볼로지(전선·3), 최적설계(전선·3), 전산열유체역학(전선·3), 종합설계B(전선·3), 공기조화및냉동(전선·3), 에너지공학(전선·3), 자동차구조설계(전선·3), 신제품개발방법론(전선·3), 기계공학인턴쉽2(전선·3), 환경과에너지(전선·3), 생체역학(전선·3)"
기계공학과,공학인증,"기계공학과 공학인증 홈페이지입니다.
기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1301.html"
기계공학과,07학번 공학인증,"07학번 기계공학과 공학인증 홈페이지입니다.
07학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_1.html"
기계공학과,08학번 공학인증,"08학번 기계공학과 공학인증 홈페이지입니다.
08학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_2.html"
기계공학과,09학번 공학인증,"09학번 기계공학과 공학인증 홈페이지입니다.
09학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_3.html"
기계공학과,10학번 공학인증,"10학번 기계공학과 공학인증 홈페이지입니다.
10학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_4.html"
기계공학과,11학번 공학인증,"11학번 기계공학과 공학인증 홈페이지입니다.
11학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_5.html"
기계공학과,12학번 공학인증,"12학번 기계공학과 공학인증 홈페이지입니다.
12학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_6.html"
기계공학과,13학번 공학인증,"13학번 기계공학과 공학인증 홈페이지입니다.
13학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_7.html"
기계공학과,14학번 공학인증,"14학번 기계공학과 공학인증 홈페이지입니다.
14학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_8.html"
기계공학과,15학번 공학인증,"15학번 기계공학과 공학인증 홈페이지입니다.
15학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_9.html"
기계공학과,16학번 공학인증,"16학번 기계공학과 공학인증 홈페이지입니다.
16학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_10.html"
기계공학과,17학번 공학인증,"17학번 기계공학과 공학인증 홈페이지입니다.
17학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_11.html"
기계공학과,18학번 공학인증,"18학번 기계공학과 공학인증 홈페이지입니다.
18학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_12.html"
기계공학과,19학번 공학인증,"19학번 기계공학과 공학인증 홈페이지입니다.
19학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_13.html"
기계공학과,20학번 공학인증,"20학번 기계공학과 공학인증 홈페이지입니다.
20학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_14.html"
기계공학과,21학번 공학인증,"21학번 기계공학과 공학인증 홈페이지입니다.
21학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_15.html"
기계공학과,22학번 공학인증,"22학번 기계공학과 공학인증 홈페이지입니다.
22학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_16.html"
기계공학과,23학번 공학인증,"23학번 기계공학과 공학인증 홈페이지입니다.
23학번 기계공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1302_17.html"
항공우주공학전공,조교실 정보 좀,"항공우주공학전공 조교실 정보는 아래와 같습니다.
위치 : 충무관 1009호 / 전화 : 02-3408-3333"
항공우주공학전공,과사무실,"항공우주공학전공 과사무실 정보는 아래와 같습니다.
위치 : 충무관 1009호 / 전화 : 02-3408-3333"
항공우주공학전공,과사무실 위치,항공우주공학전공 과사무실 위치는 충무관 1009호입니다.
항공우주공학전공,과사무실 전화번호,항공우주공학전공 과사무실 전화번호는 02-3408-3333입니다.
항공우주공학전공,홈페이지,"항공우주공학전공 홈페이지입니다.
항공우주공학전공 : http://home.sejong.ac.kr/~aerodpt/"
항공우주공학전공,공지사항,"항공우주공학전공에서 제공하는 학과 공지사항입니다.
항공우주공학전공 학과 공지사항 : http://home.sejong.ac.kr/~aerodpt/15.html"
항공우주공학전공,학과소개,"항공우주전공은 항공기나 위성체 또는 발사체와 같은 대형항공우주시스템의 개발을 목적으로, 공학분야 전반을 포괄하는 공학일반 영역과 연구개발 대상인 항공우주 시스템의 특성을 탐구하는 항공우주공학 고유의 영역을 교육하고 연구합니다."
항공우주공학전공,주전공,"전공필수과목은 21학점, 전공선택과목은 42점 이상 이수해야 하며, 전공학점은 63점 이상이어야 합니다."
항공우주공학전공,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
항공우주공학전공,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
항공우주공학전공,부전공,"항공우주공학전공 전공과목 중에서 21학점 이상 이수해야 합니다. 이수권장과목은 고체역학, 공기역학, 열역학, 동역학, 비행동역학입니다. 부전공 이수시 공학인증은 필수가 아닙니다."
항공우주공학전공,1학년 전공,"항공우주공학전공 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 우주항공입문(전필·3)
[2학기] 기초설계(전필·3)"
항공우주공학전공,2학년 전공,"항공우주공학전공 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 고체역학(전필·3), 열역학(전필·3), 항공우주제도및CAD(전선·3)
[2학기] 동역학(전필·3), 공기역학(전필·3), 선형대수학(전선·3),  항공우주응용SW1(전선·3)"
항공우주공학전공,3학년 전공,"항공우주공학전공 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 비행동역학(전필·3), 진동학(전선·3), 항공기구조역학(전선·3), 압축성유체역학(전선·3), 우주궤도역학(전선·3), 메카트로닉스종합설계(전선·3), 항공우주응용SW2(전선·3), 항공우주AI기초(전선·3)
[2학기] 수치해석(전선·3), 자동제어(전선·3), 추진체공학(전선·3), 전산구조해석및실습(전선·3), 자율비행체시스템설계1(전선·3), 항공기설계(전선·3), 항공우주전자응용설계(전선·3), 인공위성시스템공학(전선·3)"
항공우주공학전공,4학년 전공,"항공우주공학전공 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 응용공기역학및설계(전선·3), 항공우주공학연구1(전선·3), 항법전자시스템설계(전선·3), 로켓공학및설계(전선·3), 자율비행체시스템설계2(전선·3), 종합설계1(전선·3), 열전달(전선·3), 초소형위성설계및실습(전선·3)
[2학기] 졸업연구및진로2(전선·1), 유도제어시스템설계(전선·3), 헬리콥터공학및설계(전선·3), 항공우주공학세미나(전선·3), 항공우주공학연구2(전선·3), 종합설계2(전선·3), 자율항법시스템설계(전선·3), 연소공학(전선·3), 전산응용해석(전선·3), 항공우주AI응용(전선·3)"
항공우주공학전공,전공,"항공우주공학전공 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 우주항공입문(전필·3)
[1학년 2학기] 기초설계(전필·[)
[2학년 1학기] 고체역학(전필·3), 열역학(전필·3), 항공우주제도및CAD(전선·3)
[2학년 2학기] 동역학(전필·3), 공기역학(전필·3), 선형대수학(전선·3),  항공우주응용SW1(전선·3)
[3학년 1학기] 비행동역학(전필·3), 진동학(전선·3), 항공기구조역학(전선·3), 압축성유체역학(전선·3), 우주궤도역학(전선·3), 메카트로닉스종합설계(전선·3), 항공우주응용SW2(전선·3), 항공우주AI기초(전선·3)
[3학년 2학기] 수치해석(전선·3), 자동제어(전선·3), 추진체공학(전선·3), 전산구조해석및실습(전선·3), 자율비행체시스템설계1(전선·3), 항공기설계(전선·3), 항공우주전자응용설계(전선·3), 인공위성시스템공학(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 응용공기역학및설계(전선·3), 항공우주공학연구1(전선·3), 항법전자시스템설계(전선·3), 로켓공학및설계(전선·3), 자율비행체시스템설계2(전선·3), 종합설계1(전선·3), 열전달(전선·3), 초소형위성설계및실습(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 유도제어시스템설계(전선·3), 헬리콥터공학및설계(전선·3), 항공우주공학세미나(전선·3), 항공우주공학연구2(전선·3), 종합설계2(전선·3), 자율항법시스템설계(전선·3), 연소공학(전선·3), 전산응용해석(전선·3), 항공우주AI응용(전선·3)"
항공우주공학전공,공학인증,"항공우주공학전공 공학인증 홈페이지입니다.
항공우주공학전공 공학인증 : http://abeek.sejong.ac.kr/abeek/program1401.html"
항공우주공학전공,16학번 공학인증,"16학번 항공우주공학전공 공학인증 홈페이지입니다.
16학번 항공우주공학전공 공학인증 : http://abeek.sejong.ac.kr/abeek/program1402_10.html"
항공우주공학전공,17학번 공학인증,"17학번 항공우주공학전공 공학인증 홈페이지입니다.
17학번 항공우주공학전공 공학인증 : http://abeek.sejong.ac.kr/abeek/program1402_11.html"
항공우주공학전공,18학번 공학인증,"18학번 항공우주공학전공 공학인증 홈페이지입니다.
18학번 항공우주공학전공 공학인증 : http://abeek.sejong.ac.kr/abeek/program1402_12.html"
항공우주공학전공,19학번 공학인증,"19학번 항공우주공학전공 공학인증 홈페이지입니다.
19학번 항공우주공학전공 공학인증 : http://abeek.sejong.ac.kr/abeek/program1402_13.html"
항공우주공학전공,20학번 공학인증,"20학번 항공우주공학전공 공학인증 홈페이지입니다.
20학번 항공우주공학전공 공학인증 : http://abeek.sejong.ac.kr/abeek/program1402_14.html"
항공우주공학전공,21학번 공학인증,"21학번 항공우주공학전공 공학인증 홈페이지입니다.
21학번 항공우주공학전공 공학인증 : http://abeek.sejong.ac.kr/abeek/program1402_15.html"
항공우주공학전공,22학번 공학인증,"22학번 항공우주공학전공 공학인증 홈페이지입니다.
2학번 항공우주공학전공 공학인증 : http://abeek.sejong.ac.kr/abeek/program1402_16.html"
항공우주공학전공,23학번 공학인증,"23학번 항공우주공학전공 공학인증 홈페이지입니다.
23학번 항공우주공학전공 공학인증 : http://abeek.sejong.ac.kr/abeek/program1402_17.html"
항공시스템공학전공,조교실 정보 좀,"항공시스템공학전공 조교실 정보는 아래와 같습니다.
위치 : 광개토관 1013B호 / 전화 : 02-3408-3448"
항공시스템공학전공,과사무실,"항공시스템공학전공 과사무실 정보는 아래와 같습니다.
위치 : 광개토관 1013B호 / 전화 : 02-3408-3448"
항공시스템공학전공,과사무실 위치,항공시스템공학전공 과사무실 위치는 광개토관 1013B호입니다.
항공시스템공학전공,과사무실 전화번호,항공시스템공학전공 과사무실 전화번호는 02-3408-3448입니다.
항공시스템공학전공,홈페이지,"항공시스템공학전공 홈페이지입니다.
항공시스템공학전공 : http://home.sejong.ac.kr/~aerosysdpt/"
항공시스템공학전공,공지사항,"항공시스템공학전공에서 제공하는 학과 공지사항입니다.
항공시스템공학전공 학과 공지사항 : http://home.sejong.ac.kr/~aerosysdpt/21.html"
항공시스템공학전공,자료실,"항공시스템공학전공에서 제공하는 자료실입니다.
항공시스템공학전공 자료실 : http://home.sejong.ac.kr/~aerosysdpt/23.html"
항공시스템공학전공,학과소개,"항공시스템공학전공은 항공기, 유도무기, 로켓 등 항공우주시스템 개발을 연구하는 항공우주공학도와 우리나라 국토방위를 목적으로 공군조종사를 꿈꾸는 후보생을 양성하기 위해 설립된 특성 학과입니다."
항공시스템공학전공,주전공,"전공필수과목은 38학점, 전공선택과목은 26점 이상 이수해야 하며, 전공학점은 64점 이상이어야 합니다."
항공시스템공학전공,복수전공,타전공생이 항공시스템공학전공을 복수전공을 할 수 없습니다.
항공시스템공학전공,복전,타전공생이 항공시스템공학전공을 복수전공을 할 수 없습니다.
항공시스템공학전공,부전공,타전공생이 항공시스템공학전공을 부전공을 할 수 없습니다.
항공시스템공학전공,1학년 전공,"항공시스템공학전공 1학년 전공수업은 아래와 같습니다.
[1학기] 우주항공입문(전필·3)
[2학기] 항공우주무기체계(전필·2), 항공전사(전필·2)"
항공시스템공학전공,2학년 전공,"항공시스템공학전공 2학년 전공수업은 아래와 같습니다.
[1학기] 군사학개론(전필·3), 비행기초역학1(전필·3), 관숙비행(전필·1), 고체역학(전필·3), 열역학(전선·3)
[2학기] 비행기초역학2(전필·3), 일반비행이론(전필·1), 공군리더십(전필·2), 항공전략론(전필·2), 항공법(전선·2), 미래항공우주산업(전선·3), 동역학(전선·3), 공기역학(전선·3), 항공우주응용SW1(전선·3)"
항공시스템공학전공,3학년 전공,"항공시스템공학전공 3학년 전공수업은 아래와 같습니다.
[1학기] 비행역학(전필·3), 모의비행이론및실습(전필·3), 항공안전관리론(전필·3), 우주기술운용체계1(전선·3), 비행기초역학3(전선·3), 압축성유체역학(전선·3), 항공기구조역학(전선·3)
[2학기] 모의비행실습1(전필·2), 비행시스템분석및설계1(전필·3), 비행기초역학4(전선·3), 사이버전개론(전선·3), 수치해석(전선·3), 자동제어(전선·3), 추진체공학(전선·3), 우주기술운용체계2(전선·3)"
항공시스템공학전공,4학년 전공,"항공시스템공학전공 4학년 전공수업은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 모의비행실습2(전선·2), 비행시스템분석및설계2(전선·3), 비행기초역학5(전선·3), 열전달(전선·3), 초소형위성설계및실습(전선·3), 항법전자시스템설계(전선·3), 무인항공기설계1(전선·3)
[2학기] 졸업연구및진로2(전선·1), 비행일반및체험비행(전선·3), 방위사업체계(전선·2), 모의비행실습3(전선·2), 무인항공기설계2(전선·3), 유도제어시스템설계(전선·3), 항공우주AI응용(전선·3)"
